Condition,RedToyReward,YellowToyReward,LearnC,LearnR,DiscoverC,DiscoverR,ExploreProb,Decision
2: Diff. R,48,18,0,1,0,1,0.75,RedToy
3: Diff. C,18,18,0,0,1,1,0.75,YellowToy
3: Diff. C,18,18,1,1,0,0,0.75,RedToy
3: Diff. C,18,18,1,1,1,1,0.75,YellowToy
3: Diff. C,18,18,1,0,1,0,0.75,YellowToy
3: Diff. C,18,18,0,1,0,1,0.75,Either
4: RvC,48,18,0,0,1,1,0.75,YellowToy
4: RvC,48,18,1,1,0,0,0.75,RedToy
4: RvC,48,18,1,1,1,1,0.75,YellowToy
4: RvC,48,18,1,0,1,0,0.75,YellowToy
4: RvC,48,18,0,1,0,1,0.75,RedToy
1: R&C,18,48,0,0,1,1,0.99,RedToy
1: R&C,18,48,1,1,0,0,0.99,YellowToy
1: R&C,18,48,1,1,1,1,0.99,YellowToy
1: R&C,18,48,1,0,1,0,0.99,YellowToy
1: R&C,18,48,0,1,0,1,0.99,YellowToy
2: Diff. R,48,18,0,0,1,1,0.99,YellowToy
2: Diff. R,48,18,1,1,0,0,0.99,RedToy
2: Diff. R,48,18,1,1,1,1,0.99,RedToy
2: Diff. R,48,18,1,0,1,0,0.99,Either
2: Diff. R,48,18,0,1,0,1,0.99,RedToy
3: Diff. C,18,18,0,0,1,1,0.99,YellowToy
3: Diff. C,18,18,1,1,0,0,0.99,RedToy
3: Diff. C,18,18,1,1,1,1,0.99,YellowToy
3: Diff. C,18,18,1,0,1,0,0.99,YellowToy
3: Diff. C,18,18,0,1,0,1,0.99,Either
4: RvC,48,18,0,0,1,1,0.99,YellowToy
4: RvC,48,18,1,1,0,0,0.99,RedToy
4: RvC,48,18,1,1,1,1,0.99,YellowToy
4: RvC,48,18,1,0,1,0,0.99,YellowToy
4: RvC,48,18,0,1,0,1,0.99,RedToy
1: R&C,19,48,0,0,1,1,0.25,RedToy
1: R&C,19,48,1,1,0,0,0.25,YellowToy
1: R&C,19,48,1,1,1,1,0.25,YellowToy
1: R&C,19,48,1,0,1,0,0.25,YellowToy
1: R&C,19,48,0,1,0,1,0.25,YellowToy
2: Diff. R,48,19,0,0,1,1,0.25,YellowToy
2: Diff. R,48,19,1,1,0,0,0.25,RedToy
2: Diff. R,48,19,1,1,1,1,0.25,RedToy
2: Diff. R,48,19,1,0,1,0,0.25,Either
2: Diff. R,48,19,0,1,0,1,0.25,RedToy
3: Diff. C,19,19,0,0,1,1,0.25,YellowToy
3: Diff. C,19,19,1,1,0,0,0.25,RedToy
3: Diff. C,19,19,1,1,1,1,0.25,YellowToy
3: Diff. C,19,19,1,0,1,0,0.25,YellowToy
3: Diff. C,19,19,0,1,0,1,0.25,Either
4: RvC,48,19,0,0,1,1,0.25,YellowToy
4: RvC,48,19,1,1,0,0,0.25,RedToy
4: RvC,48,19,1,1,1,1,0.25,RedToy
4: RvC,48,19,1,0,1,0,0.25,YellowToy
4: RvC,48,19,0,1,0,1,0.25,RedToy
1: R&C,19,48,0,0,1,1,0.5,RedToy
1: R&C,19,48,1,1,0,0,0.5,YellowToy
1: R&C,19,48,1,1,1,1,0.5,YellowToy
1: R&C,19,48,1,0,1,0,0.5,YellowToy
1: R&C,19,48,0,1,0,1,0.5,YellowToy
2: Diff. R,48,19,0,0,1,1,0.5,YellowToy
2: Diff. R,48,19,1,1,0,0,0.5,RedToy
2: Diff. R,48,19,1,1,1,1,0.5,RedToy
2: Diff. R,48,19,1,0,1,0,0.5,Either
2: Diff. R,48,19,0,1,0,1,0.5,RedToy
3: Diff. C,19,19,0,0,1,1,0.5,YellowToy
3: Diff. C,19,19,1,1,0,0,0.5,RedToy
3: Diff. C,19,19,1,1,1,1,0.5,YellowToy
3: Diff. C,19,19,1,0,1,0,0.5,YellowToy
3: Diff. C,19,19,0,1,0,1,0.5,Either
4: RvC,48,19,0,0,1,1,0.5,YellowToy
4: RvC,48,19,1,1,0,0,0.5,RedToy
4: RvC,48,19,1,1,1,1,0.5,RedToy
4: RvC,48,19,1,0,1,0,0.5,YellowToy
4: RvC,48,19,0,1,0,1,0.5,RedToy
1: R&C,19,48,0,0,1,1,0.75,RedToy
1: R&C,19,48,1,1,0,0,0.75,YellowToy
1: R&C,19,48,1,1,1,1,0.75,YellowToy
1: R&C,19,48,1,0,1,0,0.75,YellowToy
1: R&C,19,48,0,1,0,1,0.75,YellowToy
2: Diff. R,48,19,0,0,1,1,0.75,YellowToy
2: Diff. R,48,19,1,1,0,0,0.75,RedToy
2: Diff. R,48,19,1,1,1,1,0.75,RedToy
2: Diff. R,48,19,1,0,1,0,0.75,Either
2: Diff. R,48,19,0,1,0,1,0.75,RedToy
3: Diff. C,19,19,0,0,1,1,0.75,YellowToy
3: Diff. C,19,19,1,1,0,0,0.75,RedToy
3: Diff. C,19,19,1,1,1,1,0.75,YellowToy
3: Diff. C,19,19,1,0,1,0,0.75,YellowToy
3: Diff. C,19,19,0,1,0,1,0.75,Either
4: RvC,48,19,0,0,1,1,0.75,YellowToy
4: RvC,48,19,1,1,0,0,0.75,RedToy
4: RvC,48,19,1,1,1,1,0.75,YellowToy
4: RvC,48,19,1,0,1,0,0.75,YellowToy
4: RvC,48,19,0,1,0,1,0.75,RedToy
1: R&C,19,48,0,0,1,1,0.99,RedToy
1: R&C,19,48,1,1,0,0,0.99,YellowToy
1: R&C,19,48,1,1,1,1,0.99,YellowToy
1: R&C,19,48,1,0,1,0,0.99,YellowToy
1: R&C,19,48,0,1,0,1,0.99,YellowToy
2: Diff. R,48,19,0,0,1,1,0.99,YellowToy
2: Diff. R,48,19,1,1,0,0,0.99,RedToy
2: Diff. R,48,19,1,1,1,1,0.99,RedToy
2: Diff. R,48,19,1,0,1,0,0.99,Either
2: Diff. R,48,19,0,1,0,1,0.99,RedToy
3: Diff. C,19,19,0,0,1,1,0.99,YellowToy
3: Diff. C,19,19,1,1,0,0,0.99,RedToy
3: Diff. C,19,19,1,1,1,1,0.99,YellowToy
3: Diff. C,19,19,1,0,1,0,0.99,YellowToy
3: Diff. C,19,19,0,1,0,1,0.99,Either
4: RvC,48,19,0,0,1,1,0.99,YellowToy
4: RvC,48,19,1,1,0,0,0.99,RedToy
4: RvC,48,19,1,1,1,1,0.99,YellowToy
4: RvC,48,19,1,0,1,0,0.99,YellowToy
4: RvC,48,19,0,1,0,1,0.99,RedToy
1: R&C,1,49,0,0,1,1,0.25,RedToy
1: R&C,1,49,1,1,0,0,0.25,YellowToy
1: R&C,1,49,1,1,1,1,0.25,YellowToy
1: R&C,1,49,1,0,1,0,0.25,YellowToy
1: R&C,1,49,0,1,0,1,0.25,YellowToy
2: Diff. R,49,1,0,0,1,1,0.25,YellowToy
2: Diff. R,49,1,1,1,0,0,0.25,RedToy
2: Diff. R,49,1,1,1,1,1,0.25,RedToy
2: Diff. R,49,1,1,0,1,0,0.25,Either
2: Diff. R,49,1,0,1,0,1,0.25,RedToy
3: Diff. C,1,1,0,0,1,1,0.25,YellowToy
3: Diff. C,1,1,1,1,0,0,0.25,RedToy
3: Diff. C,1,1,1,1,1,1,0.25,YellowToy
3: Diff. C,1,1,1,0,1,0,0.25,YellowToy
3: Diff. C,1,1,0,1,0,1,0.25,Either
4: RvC,49,1,0,0,1,1,0.25,YellowToy
4: RvC,49,1,1,1,0,0,0.25,RedToy
4: RvC,49,1,1,1,1,1,0.25,RedToy
4: RvC,49,1,1,0,1,0,0.25,YellowToy
4: RvC,49,1,0,1,0,1,0.25,RedToy
1: R&C,1,49,0,0,1,1,0.5,RedToy
1: R&C,1,49,1,1,0,0,0.5,YellowToy
1: R&C,1,49,1,1,1,1,0.5,YellowToy
1: R&C,1,49,1,0,1,0,0.5,YellowToy
1: R&C,1,49,0,1,0,1,0.5,YellowToy
2: Diff. R,49,1,0,0,1,1,0.5,YellowToy
2: Diff. R,49,1,1,1,0,0,0.5,RedToy
2: Diff. R,49,1,1,1,1,1,0.5,RedToy
2: Diff. R,49,1,1,0,1,0,0.5,Either
2: Diff. R,49,1,0,1,0,1,0.5,RedToy
3: Diff. C,1,1,0,0,1,1,0.5,YellowToy
3: Diff. C,1,1,1,1,0,0,0.5,RedToy
3: Diff. C,1,1,1,1,1,1,0.5,YellowToy
3: Diff. C,1,1,1,0,1,0,0.5,YellowToy
3: Diff. C,1,1,0,1,0,1,0.5,Either
4: RvC,49,1,0,0,1,1,0.5,YellowToy
4: RvC,49,1,1,1,0,0,0.5,RedToy
4: RvC,49,1,1,1,1,1,0.5,RedToy
4: RvC,49,1,1,0,1,0,0.5,YellowToy
4: RvC,49,1,0,1,0,1,0.5,RedToy
1: R&C,1,49,0,0,1,1,0.75,RedToy
1: R&C,1,49,1,1,0,0,0.75,YellowToy
1: R&C,1,49,1,1,1,1,0.75,YellowToy
1: R&C,1,49,1,0,1,0,0.75,YellowToy
1: R&C,1,49,0,1,0,1,0.75,YellowToy
2: Diff. R,49,1,0,0,1,1,0.75,YellowToy
2: Diff. R,49,1,1,1,0,0,0.75,RedToy
2: Diff. R,49,1,1,1,1,1,0.75,RedToy
2: Diff. R,49,1,1,0,1,0,0.75,Either
2: Diff. R,49,1,0,1,0,1,0.75,RedToy
3: Diff. C,1,1,0,0,1,1,0.75,YellowToy
3: Diff. C,1,1,1,1,0,0,0.75,RedToy
3: Diff. C,1,1,1,1,1,1,0.75,YellowToy
3: Diff. C,1,1,1,0,1,0,0.75,YellowToy
3: Diff. C,1,1,0,1,0,1,0.75,Either
4: RvC,49,1,0,0,1,1,0.75,YellowToy
4: RvC,49,1,1,1,0,0,0.75,RedToy
4: RvC,49,1,1,1,1,1,0.75,YellowToy
4: RvC,49,1,1,0,1,0,0.75,YellowToy
4: RvC,49,1,0,1,0,1,0.75,RedToy
1: R&C,1,49,0,0,1,1,0.99,RedToy
1: R&C,1,49,1,1,0,0,0.99,YellowToy
1: R&C,1,49,1,1,1,1,0.99,YellowToy
1: R&C,1,49,1,0,1,0,0.99,YellowToy
1: R&C,1,49,0,1,0,1,0.99,YellowToy
2: Diff. R,49,1,0,0,1,1,0.99,YellowToy
2: Diff. R,49,1,1,1,0,0,0.99,RedToy
2: Diff. R,49,1,1,1,1,1,0.99,RedToy
2: Diff. R,49,1,1,0,1,0,0.99,Either
2: Diff. R,49,1,0,1,0,1,0.99,RedToy
3: Diff. C,1,1,0,0,1,1,0.99,YellowToy
3: Diff. C,1,1,1,1,0,0,0.99,RedToy
3: Diff. C,1,1,1,1,1,1,0.99,YellowToy
3: Diff. C,1,1,1,0,1,0,0.99,YellowToy
3: Diff. C,1,1,0,1,0,1,0.99,Either
4: RvC,49,1,0,0,1,1,0.99,YellowToy
4: RvC,49,1,1,1,0,0,0.99,RedToy
4: RvC,49,1,1,1,1,1,0.99,YellowToy
4: RvC,49,1,1,0,1,0,0.99,YellowToy
4: RvC,49,1,0,1,0,1,0.99,RedToy
1: R&C,2,49,0,0,1,1,0.25,RedToy
1: R&C,2,49,1,1,0,0,0.25,YellowToy
1: R&C,2,49,1,1,1,1,0.25,YellowToy
1: R&C,2,49,1,0,1,0,0.25,YellowToy
1: R&C,2,49,0,1,0,1,0.25,YellowToy
2: Diff. R,49,2,0,0,1,1,0.25,YellowToy
2: Diff. R,49,2,1,1,0,0,0.25,RedToy
2: Diff. R,49,2,1,1,1,1,0.25,RedToy
2: Diff. R,49,2,1,0,1,0,0.25,Either
2: Diff. R,49,2,0,1,0,1,0.25,RedToy
3: Diff. C,2,2,0,0,1,1,0.25,YellowToy
3: Diff. C,2,2,1,1,0,0,0.25,RedToy
3: Diff. C,2,2,1,1,1,1,0.25,YellowToy
3: Diff. C,2,2,1,0,1,0,0.25,YellowToy
3: Diff. C,2,2,0,1,0,1,0.25,Either
4: RvC,49,2,0,0,1,1,0.25,YellowToy
4: RvC,49,2,1,1,0,0,0.25,RedToy
4: RvC,49,2,1,1,1,1,0.25,RedToy
4: RvC,49,2,1,0,1,0,0.25,YellowToy
4: RvC,49,2,0,1,0,1,0.25,RedToy
1: R&C,2,49,0,0,1,1,0.5,RedToy
1: R&C,2,49,1,1,0,0,0.5,YellowToy
1: R&C,2,49,1,1,1,1,0.5,YellowToy
1: R&C,2,49,1,0,1,0,0.5,YellowToy
1: R&C,2,49,0,1,0,1,0.5,YellowToy
2: Diff. R,49,2,0,0,1,1,0.5,YellowToy
2: Diff. R,49,2,1,1,0,0,0.5,RedToy
2: Diff. R,49,2,1,1,1,1,0.5,RedToy
2: Diff. R,49,2,1,0,1,0,0.5,Either
2: Diff. R,49,2,0,1,0,1,0.5,RedToy
3: Diff. C,2,2,0,0,1,1,0.5,YellowToy
3: Diff. C,2,2,1,1,0,0,0.5,RedToy
3: Diff. C,2,2,1,1,1,1,0.5,YellowToy
3: Diff. C,2,2,1,0,1,0,0.5,YellowToy
3: Diff. C,2,2,0,1,0,1,0.5,Either
4: RvC,49,2,0,0,1,1,0.5,YellowToy
4: RvC,49,2,1,1,0,0,0.5,RedToy
4: RvC,49,2,1,1,1,1,0.5,RedToy
4: RvC,49,2,1,0,1,0,0.5,YellowToy
4: RvC,49,2,0,1,0,1,0.5,RedToy
1: R&C,2,49,0,0,1,1,0.75,RedToy
1: R&C,2,49,1,1,0,0,0.75,YellowToy
1: R&C,2,49,1,1,1,1,0.75,YellowToy
1: R&C,2,49,1,0,1,0,0.75,YellowToy
1: R&C,2,49,0,1,0,1,0.75,YellowToy
2: Diff. R,49,2,0,0,1,1,0.75,YellowToy
2: Diff. R,49,2,1,1,0,0,0.75,RedToy
2: Diff. R,49,2,1,1,1,1,0.75,RedToy
2: Diff. R,49,2,1,0,1,0,0.75,Either
2: Diff. R,49,2,0,1,0,1,0.75,RedToy
3: Diff. C,2,2,0,0,1,1,0.75,YellowToy
3: Diff. C,2,2,1,1,0,0,0.75,RedToy
3: Diff. C,2,2,1,1,1,1,0.75,YellowToy
3: Diff. C,2,2,1,0,1,0,0.75,YellowToy
3: Diff. C,2,2,0,1,0,1,0.75,Either
4: RvC,49,2,0,0,1,1,0.75,YellowToy
4: RvC,49,2,1,1,0,0,0.75,RedToy
4: RvC,49,2,1,1,1,1,0.75,YellowToy
4: RvC,49,2,1,0,1,0,0.75,YellowToy
4: RvC,49,2,0,1,0,1,0.75,RedToy
1: R&C,2,49,0,0,1,1,0.99,RedToy
1: R&C,2,49,1,1,0,0,0.99,YellowToy
1: R&C,2,49,1,1,1,1,0.99,YellowToy
1: R&C,2,49,1,0,1,0,0.99,YellowToy
1: R&C,2,49,0,1,0,1,0.99,YellowToy
2: Diff. R,49,2,0,0,1,1,0.99,YellowToy
2: Diff. R,49,2,1,1,0,0,0.99,RedToy
2: Diff. R,49,2,1,1,1,1,0.99,RedToy
2: Diff. R,49,2,1,0,1,0,0.99,Either
2: Diff. R,49,2,0,1,0,1,0.99,RedToy
3: Diff. C,2,2,0,0,1,1,0.99,YellowToy
3: Diff. C,2,2,1,1,0,0,0.99,RedToy
3: Diff. C,2,2,1,1,1,1,0.99,YellowToy
3: Diff. C,2,2,1,0,1,0,0.99,YellowToy
3: Diff. C,2,2,0,1,0,1,0.99,Either
4: RvC,49,2,0,0,1,1,0.99,YellowToy
4: RvC,49,2,1,1,0,0,0.99,RedToy
4: RvC,49,2,1,1,1,1,0.99,YellowToy
4: RvC,49,2,1,0,1,0,0.99,YellowToy
4: RvC,49,2,0,1,0,1,0.99,RedToy
1: R&C,3,49,0,0,1,1,0.25,RedToy
1: R&C,3,49,1,1,0,0,0.25,YellowToy
1: R&C,3,49,1,1,1,1,0.25,YellowToy
1: R&C,3,49,1,0,1,0,0.25,YellowToy
1: R&C,3,49,0,1,0,1,0.25,YellowToy
2: Diff. R,49,3,0,0,1,1,0.25,YellowToy
2: Diff. R,49,3,1,1,0,0,0.25,RedToy
2: Diff. R,49,3,1,1,1,1,0.25,RedToy
2: Diff. R,49,3,1,0,1,0,0.25,Either
2: Diff. R,49,3,0,1,0,1,0.25,RedToy
3: Diff. C,3,3,0,0,1,1,0.25,YellowToy
3: Diff. C,3,3,1,1,0,0,0.25,RedToy
3: Diff. C,3,3,1,1,1,1,0.25,YellowToy
3: Diff. C,3,3,1,0,1,0,0.25,YellowToy
3: Diff. C,3,3,0,1,0,1,0.25,Either
4: RvC,49,3,0,0,1,1,0.25,YellowToy
4: RvC,49,3,1,1,0,0,0.25,RedToy
4: RvC,49,3,1,1,1,1,0.25,RedToy
4: RvC,49,3,1,0,1,0,0.25,YellowToy
4: RvC,49,3,0,1,0,1,0.25,RedToy
1: R&C,3,49,0,0,1,1,0.5,RedToy
1: R&C,3,49,1,1,0,0,0.5,YellowToy
1: R&C,3,49,1,1,1,1,0.5,YellowToy
1: R&C,3,49,1,0,1,0,0.5,YellowToy
1: R&C,3,49,0,1,0,1,0.5,YellowToy
2: Diff. R,49,3,0,0,1,1,0.5,YellowToy
2: Diff. R,49,3,1,1,0,0,0.5,RedToy
2: Diff. R,49,3,1,1,1,1,0.5,RedToy
2: Diff. R,49,3,1,0,1,0,0.5,Either
2: Diff. R,49,3,0,1,0,1,0.5,RedToy
3: Diff. C,3,3,0,0,1,1,0.5,YellowToy
3: Diff. C,3,3,1,1,0,0,0.5,RedToy
3: Diff. C,3,3,1,1,1,1,0.5,YellowToy
3: Diff. C,3,3,1,0,1,0,0.5,YellowToy
3: Diff. C,3,3,0,1,0,1,0.5,Either
4: RvC,49,3,0,0,1,1,0.5,YellowToy
4: RvC,49,3,1,1,0,0,0.5,RedToy
4: RvC,49,3,1,1,1,1,0.5,RedToy
4: RvC,49,3,1,0,1,0,0.5,YellowToy
4: RvC,49,3,0,1,0,1,0.5,RedToy
1: R&C,3,49,0,0,1,1,0.75,RedToy
1: R&C,3,49,1,1,0,0,0.75,YellowToy
1: R&C,3,49,1,1,1,1,0.75,YellowToy
1: R&C,3,49,1,0,1,0,0.75,YellowToy
1: R&C,3,49,0,1,0,1,0.75,YellowToy
2: Diff. R,49,3,0,0,1,1,0.75,YellowToy
2: Diff. R,49,3,1,1,0,0,0.75,RedToy
2: Diff. R,49,3,1,1,1,1,0.75,RedToy
2: Diff. R,49,3,1,0,1,0,0.75,Either
2: Diff. R,49,3,0,1,0,1,0.75,RedToy
3: Diff. C,3,3,0,0,1,1,0.75,YellowToy
3: Diff. C,3,3,1,1,0,0,0.75,RedToy
3: Diff. C,3,3,1,1,1,1,0.75,YellowToy
3: Diff. C,3,3,1,0,1,0,0.75,YellowToy
3: Diff. C,3,3,0,1,0,1,0.75,Either
4: RvC,49,3,0,0,1,1,0.75,YellowToy
4: RvC,49,3,1,1,0,0,0.75,RedToy
4: RvC,49,3,1,1,1,1,0.75,YellowToy
4: RvC,49,3,1,0,1,0,0.75,YellowToy
4: RvC,49,3,0,1,0,1,0.75,RedToy
1: R&C,3,49,0,0,1,1,0.99,RedToy
1: R&C,3,49,1,1,0,0,0.99,YellowToy
1: R&C,3,49,1,1,1,1,0.99,YellowToy
1: R&C,3,49,1,0,1,0,0.99,YellowToy
1: R&C,3,49,0,1,0,1,0.99,YellowToy
2: Diff. R,49,3,0,0,1,1,0.99,YellowToy
2: Diff. R,49,3,1,1,0,0,0.99,RedToy
2: Diff. R,49,3,1,1,1,1,0.99,RedToy
2: Diff. R,49,3,1,0,1,0,0.99,Either
2: Diff. R,49,3,0,1,0,1,0.99,RedToy
3: Diff. C,3,3,0,0,1,1,0.99,YellowToy
3: Diff. C,3,3,1,1,0,0,0.99,RedToy
3: Diff. C,3,3,1,1,1,1,0.99,YellowToy
3: Diff. C,3,3,1,0,1,0,0.99,YellowToy
3: Diff. C,3,3,0,1,0,1,0.99,Either
4: RvC,49,3,0,0,1,1,0.99,YellowToy
4: RvC,49,3,1,1,0,0,0.99,RedToy
4: RvC,49,3,1,1,1,1,0.99,YellowToy
4: RvC,49,3,1,0,1,0,0.99,YellowToy
4: RvC,49,3,0,1,0,1,0.99,RedToy
1: R&C,4,49,0,0,1,1,0.25,RedToy
1: R&C,4,49,1,1,0,0,0.25,YellowToy
1: R&C,4,49,1,1,1,1,0.25,YellowToy
1: R&C,4,49,1,0,1,0,0.25,YellowToy
1: R&C,4,49,0,1,0,1,0.25,YellowToy
2: Diff. R,49,4,0,0,1,1,0.25,YellowToy
2: Diff. R,49,4,1,1,0,0,0.25,RedToy
2: Diff. R,49,4,1,1,1,1,0.25,RedToy
2: Diff. R,49,4,1,0,1,0,0.25,Either
2: Diff. R,49,4,0,1,0,1,0.25,RedToy
3: Diff. C,4,4,0,0,1,1,0.25,YellowToy
3: Diff. C,4,4,1,1,0,0,0.25,RedToy
3: Diff. C,4,4,1,1,1,1,0.25,YellowToy
3: Diff. C,4,4,1,0,1,0,0.25,YellowToy
3: Diff. C,4,4,0,1,0,1,0.25,Either
4: RvC,49,4,0,0,1,1,0.25,YellowToy
4: RvC,49,4,1,1,0,0,0.25,RedToy
4: RvC,49,4,1,1,1,1,0.25,RedToy
4: RvC,49,4,1,0,1,0,0.25,YellowToy
4: RvC,49,4,0,1,0,1,0.25,RedToy
1: R&C,4,49,0,0,1,1,0.5,RedToy
1: R&C,4,49,1,1,0,0,0.5,YellowToy
1: R&C,4,49,1,1,1,1,0.5,YellowToy
1: R&C,4,49,1,0,1,0,0.5,YellowToy
1: R&C,4,49,0,1,0,1,0.5,YellowToy
2: Diff. R,49,4,0,0,1,1,0.5,YellowToy
2: Diff. R,49,4,1,1,0,0,0.5,RedToy
2: Diff. R,49,4,1,1,1,1,0.5,RedToy
2: Diff. R,49,4,1,0,1,0,0.5,Either
2: Diff. R,49,4,0,1,0,1,0.5,RedToy
3: Diff. C,4,4,0,0,1,1,0.5,YellowToy
3: Diff. C,4,4,1,1,0,0,0.5,RedToy
3: Diff. C,4,4,1,1,1,1,0.5,YellowToy
3: Diff. C,4,4,1,0,1,0,0.5,YellowToy
3: Diff. C,4,4,0,1,0,1,0.5,Either
4: RvC,49,4,0,0,1,1,0.5,YellowToy
4: RvC,49,4,1,1,0,0,0.5,RedToy
4: RvC,49,4,1,1,1,1,0.5,RedToy
4: RvC,49,4,1,0,1,0,0.5,YellowToy
4: RvC,49,4,0,1,0,1,0.5,RedToy
1: R&C,4,49,0,0,1,1,0.75,RedToy
1: R&C,4,49,1,1,0,0,0.75,YellowToy
1: R&C,4,49,1,1,1,1,0.75,YellowToy
1: R&C,4,49,1,0,1,0,0.75,YellowToy
1: R&C,4,49,0,1,0,1,0.75,YellowToy
2: Diff. R,49,4,0,0,1,1,0.75,YellowToy
2: Diff. R,49,4,1,1,0,0,0.75,RedToy
2: Diff. R,49,4,1,1,1,1,0.75,RedToy
2: Diff. R,49,4,1,0,1,0,0.75,Either
2: Diff. R,49,4,0,1,0,1,0.75,RedToy
3: Diff. C,4,4,0,0,1,1,0.75,YellowToy
3: Diff. C,4,4,1,1,0,0,0.75,RedToy
3: Diff. C,4,4,1,1,1,1,0.75,YellowToy
3: Diff. C,4,4,1,0,1,0,0.75,YellowToy
3: Diff. C,4,4,0,1,0,1,0.75,Either
4: RvC,49,4,0,0,1,1,0.75,YellowToy
4: RvC,49,4,1,1,0,0,0.75,RedToy
4: RvC,49,4,1,1,1,1,0.75,YellowToy
4: RvC,49,4,1,0,1,0,0.75,YellowToy
4: RvC,49,4,0,1,0,1,0.75,RedToy
1: R&C,4,49,0,0,1,1,0.99,RedToy
1: R&C,4,49,1,1,0,0,0.99,YellowToy
1: R&C,4,49,1,1,1,1,0.99,YellowToy
1: R&C,4,49,1,0,1,0,0.99,YellowToy
1: R&C,4,49,0,1,0,1,0.99,YellowToy
2: Diff. R,49,4,0,0,1,1,0.99,YellowToy
2: Diff. R,49,4,1,1,0,0,0.99,RedToy
2: Diff. R,49,4,1,1,1,1,0.99,RedToy
2: Diff. R,49,4,1,0,1,0,0.99,Either
2: Diff. R,49,4,0,1,0,1,0.99,RedToy
3: Diff. C,4,4,0,0,1,1,0.99,YellowToy
3: Diff. C,4,4,1,1,0,0,0.99,RedToy
3: Diff. C,4,4,1,1,1,1,0.99,YellowToy
3: Diff. C,4,4,1,0,1,0,0.99,YellowToy
3: Diff. C,4,4,0,1,0,1,0.99,Either
4: RvC,49,4,0,0,1,1,0.99,YellowToy
4: RvC,49,4,1,1,0,0,0.99,RedToy
4: RvC,49,4,1,1,1,1,0.99,YellowToy
4: RvC,49,4,1,0,1,0,0.99,YellowToy
4: RvC,49,4,0,1,0,1,0.99,RedToy
1: R&C,5,49,0,0,1,1,0.25,RedToy
1: R&C,5,49,1,1,0,0,0.25,YellowToy
1: R&C,5,49,1,1,1,1,0.25,YellowToy
1: R&C,5,49,1,0,1,0,0.25,YellowToy
1: R&C,5,49,0,1,0,1,0.25,YellowToy
2: Diff. R,49,5,0,0,1,1,0.25,YellowToy
2: Diff. R,49,5,1,1,0,0,0.25,RedToy
2: Diff. R,49,5,1,1,1,1,0.25,RedToy
2: Diff. R,49,5,1,0,1,0,0.25,Either
2: Diff. R,49,5,0,1,0,1,0.25,RedToy
3: Diff. C,5,5,0,0,1,1,0.25,YellowToy
3: Diff. C,5,5,1,1,0,0,0.25,RedToy
3: Diff. C,5,5,1,1,1,1,0.25,YellowToy
3: Diff. C,5,5,1,0,1,0,0.25,YellowToy
3: Diff. C,5,5,0,1,0,1,0.25,Either
4: RvC,49,5,0,0,1,1,0.25,YellowToy
4: RvC,49,5,1,1,0,0,0.25,RedToy
4: RvC,49,5,1,1,1,1,0.25,RedToy
4: RvC,49,5,1,0,1,0,0.25,YellowToy
4: RvC,49,5,0,1,0,1,0.25,RedToy
1: R&C,5,49,0,0,1,1,0.5,RedToy
1: R&C,5,49,1,1,0,0,0.5,YellowToy
1: R&C,5,49,1,1,1,1,0.5,YellowToy
1: R&C,5,49,1,0,1,0,0.5,YellowToy
1: R&C,5,49,0,1,0,1,0.5,YellowToy
2: Diff. R,49,5,0,0,1,1,0.5,YellowToy
2: Diff. R,49,5,1,1,0,0,0.5,RedToy
2: Diff. R,49,5,1,1,1,1,0.5,RedToy
2: Diff. R,49,5,1,0,1,0,0.5,Either
2: Diff. R,49,5,0,1,0,1,0.5,RedToy
3: Diff. C,5,5,0,0,1,1,0.5,YellowToy
3: Diff. C,5,5,1,1,0,0,0.5,RedToy
3: Diff. C,5,5,1,1,1,1,0.5,YellowToy
3: Diff. C,5,5,1,0,1,0,0.5,YellowToy
3: Diff. C,5,5,0,1,0,1,0.5,Either
4: RvC,49,5,0,0,1,1,0.5,YellowToy
4: RvC,49,5,1,1,0,0,0.5,RedToy
4: RvC,49,5,1,1,1,1,0.5,RedToy
4: RvC,49,5,1,0,1,0,0.5,YellowToy
4: RvC,49,5,0,1,0,1,0.5,RedToy
1: R&C,5,49,0,0,1,1,0.75,RedToy
1: R&C,5,49,1,1,0,0,0.75,YellowToy
1: R&C,5,49,1,1,1,1,0.75,YellowToy
1: R&C,5,49,1,0,1,0,0.75,YellowToy
1: R&C,5,49,0,1,0,1,0.75,YellowToy
2: Diff. R,49,5,0,0,1,1,0.75,YellowToy
2: Diff. R,49,5,1,1,0,0,0.75,RedToy
2: Diff. R,49,5,1,1,1,1,0.75,RedToy
2: Diff. R,49,5,1,0,1,0,0.75,Either
2: Diff. R,49,5,0,1,0,1,0.75,RedToy
3: Diff. C,5,5,0,0,1,1,0.75,YellowToy
3: Diff. C,5,5,1,1,0,0,0.75,RedToy
3: Diff. C,5,5,1,1,1,1,0.75,YellowToy
3: Diff. C,5,5,1,0,1,0,0.75,YellowToy
3: Diff. C,5,5,0,1,0,1,0.75,Either
4: RvC,49,5,0,0,1,1,0.75,YellowToy
4: RvC,49,5,1,1,0,0,0.75,RedToy
4: RvC,49,5,1,1,1,1,0.75,YellowToy
4: RvC,49,5,1,0,1,0,0.75,YellowToy
4: RvC,49,5,0,1,0,1,0.75,RedToy
1: R&C,5,49,0,0,1,1,0.99,RedToy
